frame_id,source,frame,n_model_boxes,n_fish,n_not_fish,n_missed,has_fish
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2655.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2655.JPG,0,0,0,0,no
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2661.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2661.JPG,2,0,2,0,no
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2672.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2672.JPG,1,0,1,0,no
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2673.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2673.JPG,3,2,1,0,yes
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2691.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2691.JPG,1,1,0,0,yes
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2757.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2757.JPG,1,0,1,0,no
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2800.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2800.JPG,0,0,0,0,no
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2871.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2871.JPG,1,0,1,0,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3223.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3223.JPG,1,0,1,0,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3254.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3254.JPG,0,0,0,0,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3282.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3282.JPG,0,0,0,0,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3287.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3287.JPG,1,0,1,0,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3319.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3319.JPG,0,0,0,0,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3347.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3347.JPG,0,0,0,0,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3351.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3351.JPG,1,0,1,0,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3361.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3361.JPG,0,0,0,0,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3366.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3366.JPG,1,0,1,0,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3367.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3367.JPG,1,0,1,0,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3614.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3614.JPG,0,0,0,0,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3857.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3857.JPG,1,0,1,0,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3859.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3859.JPG,1,0,1,0,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3860.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3860.JPG,1,0,1,0,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3891.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3891.JPG,2,0,2,0,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3900.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3900.JPG,4,0,4,0,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3907.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3907.JPG,3,0,3,0,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3966.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3966.JPG,2,0,2,0,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3992.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3992.JPG,3,0,3,0,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4133.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4133.JPG,4,0,4,0,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4170.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4170.JPG,1,0,1,0,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4177.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4177.JPG,2,0,2,0,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4204.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4204.JPG,1,0,1,0,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4206.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4206.JPG,1,0,1,0,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4215.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4215.JPG,1,0,1,0,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4217.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4217.JPG,0,0,0,0,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4218.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4218.JPG,0,0,0,0,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4346.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4346.JPG,2,0,2,0,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4352.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4352.JPG,0,0,0,0,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4358.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4358.JPG,0,0,0,0,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4370.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4370.JPG,4,0,4,0,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4371.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4371.JPG,0,0,0,0,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4377.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4377.JPG,3,0,3,0,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4410.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4410.JPG,1,1,0,0,yes
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4443.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4443.JPG,0,0,0,0,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4450.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4450.JPG,2,0,2,0,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4461.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4461.JPG,4,0,4,0,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4512.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4512.JPG,2,0,2,0,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0170.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0170.JPG,3,0,3,0,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0176.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0176.JPG,2,0,2,0,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0230.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0230.JPG,1,0,1,0,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0294.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0294.JPG,0,0,0,0,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0372.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0372.JPG,0,0,0,0,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0640.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0640.JPG,0,0,0,0,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0683.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0683.JPG,0,0,0,0,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0799.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0799.JPG,2,0,2,0,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0832.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0832.JPG,2,0,2,0,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0839.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0839.JPG,1,0,1,0,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0861.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0861.JPG,1,1,0,0,yes
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0897.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0897.JPG,0,0,0,0,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0909.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0909.JPG,0,0,0,0,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0914.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0914.JPG,2,0,2,0,no
