frame_id,source,frame,box_index,origin,label,x1,y1,x2,y2,confidence
ALLFISHDATA/Predator camera/DCIM/100GOPRO/GOPR8367.JPG,ALLFISHDATA,Predator camera/DCIM/100GOPRO/GOPR8367.JPG,3,model,fish,2567,2739,2737,2860,0.103
ALLFISHDATA/Predator camera/DCIM/100GOPRO/GOPR8391.JPG,ALLFISHDATA,Predator camera/DCIM/100GOPRO/GOPR8391.JPG,0,model,not_fish,1662,9,1861,505,0.773
ALLFISHDATA/Predator camera/DCIM/100GOPRO/GOPR8394.JPG,ALLFISHDATA,Predator camera/DCIM/100GOPRO/GOPR8394.JPG,0,model,not_fish,2566,2730,2743,2860,0.289
ALLFISHDATA/Predator camera/DCIM/100GOPRO/GOPR8426.JPG,ALLFISHDATA,Predator camera/DCIM/100GOPRO/GOPR8426.JPG,0,model,fish,2575,2743,2738,2859,0.127
ALLFISHDATA/Predator camera/DCIM/100GOPRO/GOPR8584.JPG,ALLFISHDATA,Predator camera/DCIM/100GOPRO/GOPR8584.JPG,0,model,not_fish,2581,2740,2731,2856,0.222
ALLFISHDATA/Predator camera/DCIM/100GOPRO/GOPR8635.JPG,ALLFISHDATA,Predator camera/DCIM/100GOPRO/GOPR8635.JPG,0,model,not_fish,1995,2550,2737,2884,0.453
ALLFISHDATA/Predator camera/DCIM/100GOPRO/GOPR8635.JPG,ALLFISHDATA,Predator camera/DCIM/100GOPRO/GOPR8635.JPG,1,model,not_fish,1618,2529,2735,2881,0.313
ALLFISHDATA/Predator camera/DCIM/100GOPRO/GOPR8659.JPG,ALLFISHDATA,Predator camera/DCIM/100GOPRO/GOPR8659.JPG,0,model,not_fish,1448,2526,2745,2992,0.603
ALLFISHDATA/Predator camera/DCIM/100GOPRO/GOPR8659.JPG,ALLFISHDATA,Predator camera/DCIM/100GOPRO/GOPR8659.JPG,1,model,not_fish,2326,2608,2740,2896,0.217
ALLFISHDATA/Predator camera/DCIM/100GOPRO/GOPR8930.JPG,ALLFISHDATA,Predator camera/DCIM/100GOPRO/GOPR8930.JPG,0,model,fish,810,1896,1243,2254,0.636
ALLFISHDATA/Predator camera/DCIM/100GOPRO/GOPR8930.JPG,ALLFISHDATA,Predator camera/DCIM/100GOPRO/GOPR8930.JPG,1,model,fish,1575,2189,1790,2403,0.165
ALLFISHDATA/Predator camera/DCIM/100GOPRO/GOPR8930.JPG,ALLFISHDATA,Predator camera/DCIM/100GOPRO/GOPR8930.JPG,2,model,not_fish,2534,2753,2708,2860,0.163
ALLFISHDATA/Predator camera/DCIM/100GOPRO/GOPR8931.JPG,ALLFISHDATA,Predator camera/DCIM/100GOPRO/GOPR8931.JPG,0,model,not_fish,2535,2751,2713,2860,0.241
ALLFISHDATA/Predator camera/DCIM/100GOPRO/GOPR8931.JPG,ALLFISHDATA,Predator camera/DCIM/100GOPRO/GOPR8931.JPG,1,model,not_fish,1574,2189,1790,2402,0.186
ALLFISHDATA/Predator camera/DCIM/100GOPRO/GOPR8936.JPG,ALLFISHDATA,Predator camera/DCIM/100GOPRO/GOPR8936.JPG,0,model,not_fish,2534,2755,2710,2862,0.325
ALLFISHDATA/Predator camera/DCIM/100GOPRO/GOPR8936.JPG,ALLFISHDATA,Predator camera/DCIM/100GOPRO/GOPR8936.JPG,1,model,not_fish,1561,2189,1792,2401,0.191
ALLFISHDATA/Predator camera/DCIM/100GOPRO/GOPR8991.JPG,ALLFISHDATA,Predator camera/DCIM/100GOPRO/GOPR8991.JPG,0,model,not_fish,385,2943,802,3000,0.103
ALLFISHDATA/Predator camera/DCIM/100GOPRO/GOPR9000.JPG,ALLFISHDATA,Predator camera/DCIM/100GOPRO/GOPR9000.JPG,0,model,not_fish,2535,2755,2709,2861,0.321
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9014.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9014.JPG,0,model,fish,2136,1870,2640,2130,0.685
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9014.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9014.JPG,1,model,not_fish,2536,2758,2708,2860,0.555
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9072.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9072.JPG,0,model,fish,1577,2514,2061,2741,0.441
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9083.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9083.JPG,0,model,not_fish,1498,1083,1844,1214,0.171
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9083.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9083.JPG,1,model,not_fish,1403,1068,1852,1240,0.143
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9083.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9083.JPG,2,model,not_fish,1287,1063,1856,1283,0.12
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9083.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9083.JPG,3,model,not_fish,2574,1233,2821,1305,0.106
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9229.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9229.JPG,0,model,not_fish,2548,2743,2734,2862,0.483
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9232.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9232.JPG,0,model,not_fish,2552,2744,2733,2863,0.67
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9284.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9284.JPG,0,model,not_fish,2550,2743,2730,2864,0.139
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9284.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9284.JPG,1,model,not_fish,98,2773,844,3000,0.12
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9314.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9314.JPG,0,model,not_fish,884,1821,2661,2444,0.154
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9335.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9335.JPG,0,model,not_fish,283,2726,824,2932,0.731
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9335.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9335.JPG,1,model,fish,1789,2533,2042,2757,0.394
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9335.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9335.JPG,2,model,fish,328,2292,689,2641,0.322
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9335.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9335.JPG,3,model,not_fish,669,2079,1149,2312,0.167
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9348.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9348.JPG,0,missed,fish,2065,2462,2320,2772,
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9348.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9348.JPG,1,missed,fish,1579,2434,1824,2630,
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9349.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9349.JPG,0,model,not_fish,1910,0,2466,96,0.45
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9349.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9349.JPG,1,model,not_fish,2462,2942,2633,3000,0.105
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9423.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9423.JPG,0,model,not_fish,1898,0,2488,71,0.402
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9425.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9425.JPG,0,model,not_fish,1902,0,2482,66,0.238
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9910.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9910.JPG,0,model,not_fish,1551,0,1658,138,0.281
ALLFISHDATA/Predator camera/DCIM/101GOPRO/GOPR9923.JPG,ALLFISHDATA,Predator camera/DCIM/101GOPRO/GOPR9923.JPG,0,model,not_fish,1895,0,2467,93,0.603
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0036.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0036.JPG,0,model,not_fish,1896,0,2597,69,0.254
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0109.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0109.JPG,0,model,not_fish,2380,2594,2688,2951,0.204
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0217.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0217.JPG,0,model,not_fish,2829,1346,3117,1493,0.591
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0217.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0217.JPG,1,model,not_fish,2790,2855,3510,3000,0.512
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0217.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0217.JPG,2,model,not_fish,1907,104,2404,282,0.329
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0262.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0262.JPG,0,model,not_fish,1854,0,2464,78,0.623
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0262.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0262.JPG,1,model,not_fish,2805,2858,3380,3000,0.289
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0262.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0262.JPG,2,model,not_fish,3146,2926,3476,3000,0.219
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0262.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0262.JPG,3,model,not_fish,2444,2932,2621,3000,0.189
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0669.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0669.JPG,0,model,not_fish,1616,2327,1886,2467,0.195
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0669.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0669.JPG,1,model,not_fish,2457,2931,2647,3000,0.177
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0669.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0669.JPG,2,model,not_fish,2014,2947,2253,3000,0.102
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0733.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0733.JPG,0,model,not_fish,1612,2322,1884,2467,0.558
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0733.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0733.JPG,1,model,not_fish,2437,2927,2633,3000,0.135
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0740.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0740.JPG,0,model,not_fish,1610,2324,1885,2467,0.27
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0740.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0740.JPG,1,model,not_fish,2452,2929,2640,3000,0.208
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0742.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0742.JPG,0,model,not_fish,1605,2320,1885,2468,0.31
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0742.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0742.JPG,1,model,not_fish,1241,2248,1641,2503,0.243
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0742.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0742.JPG,2,model,not_fish,2450,2929,2644,3000,0.223
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0809.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0809.JPG,0,model,not_fish,2449,2929,2639,3000,0.124
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0865.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0865.JPG,0,model,not_fish,1913,0,2545,60,0.257
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0869.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0869.JPG,0,model,not_fish,1911,0,2499,61,0.18
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0974.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0974.JPG,0,model,not_fish,3051,1343,3432,1849,0.625
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0974.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0974.JPG,1,model,not_fish,3,873,2456,2775,0.398
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0974.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0974.JPG,2,model,not_fish,2049,44,2287,396,0.116
ALLFISHDATA/Predator camera/DCIM/102GOPRO/GOPR0979.JPG,ALLFISHDATA,Predator camera/DCIM/102GOPRO/GOPR0979.JPG,0,model,not_fish,3353,1134,4000,1486,0.12
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1084.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1084.JPG,0,model,not_fish,0,0,2456,1884,0.424
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1084.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1084.JPG,1,model,not_fish,2,179,2372,2432,0.27
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1093.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1093.JPG,0,model,not_fish,0,0,2457,1871,0.701
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1093.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1093.JPG,1,model,not_fish,44,0,2540,1237,0.454
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1093.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1093.JPG,2,model,not_fish,0,176,2372,2427,0.216
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1108.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1108.JPG,0,model,not_fish,0,0,2457,1765,0.586
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1108.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1108.JPG,1,model,not_fish,0,96,2289,2346,0.46
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1108.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1108.JPG,2,model,not_fish,37,450,2372,2683,0.195
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1424.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1424.JPG,0,model,not_fish,3256,1275,3329,1370,0.178
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1454.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1454.JPG,0,model,not_fish,2074,1742,3299,2998,0.875
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1454.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1454.JPG,1,model,not_fish,3246,369,4000,1754,0.217
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1503.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1503.JPG,0,model,not_fish,1523,1887,1596,1969,0.101
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1517.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1517.JPG,0,model,not_fish,3555,2643,3999,2979,0.214
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1517.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1517.JPG,1,model,not_fish,555,2950,1000,3000,0.133
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1517.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1517.JPG,2,model,not_fish,377,0,447,55,0.126
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1518.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1518.JPG,0,model,not_fish,886,1289,1400,1806,0.458
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1518.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1518.JPG,1,model,not_fish,2048,2839,2474,2995,0.337
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1518.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1518.JPG,2,model,fish,1374,1915,1569,2141,0.323
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1518.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1518.JPG,3,model,not_fish,1369,1887,1622,2145,0.197
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1518.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1518.JPG,4,model,not_fish,3066,662,3483,1062,0.155
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1646.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1646.JPG,0,model,not_fish,1992,2799,2395,3000,0.57
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1658.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1658.JPG,0,model,not_fish,3545,2651,4000,2978,0.634
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1658.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1658.JPG,1,model,not_fish,313,2291,838,2569,0.381
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1658.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1658.JPG,2,model,not_fish,1176,2891,1749,3000,0.267
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1658.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1658.JPG,3,model,not_fish,2217,2732,2510,3000,0.241
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1658.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1658.JPG,4,model,not_fish,1994,2811,2365,3000,0.217
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1658.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1658.JPG,5,model,not_fish,1619,2534,1899,2775,0.129
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1808.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1808.JPG,0,model,not_fish,1994,2820,2372,3000,0.485
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1808.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1808.JPG,1,model,not_fish,775,1928,1113,2095,0.154
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1876.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1876.JPG,0,model,not_fish,1030,1724,1112,1809,0.155
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1908.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1908.JPG,0,model,not_fish,1115,0,1429,143,0.334
ALLFISHDATA/Predator camera/DCIM/103GOPRO/GOPR1916.JPG,ALLFISHDATA,Predator camera/DCIM/103GOPRO/GOPR1916.JPG,0,model,not_fish,506,47,635,135,0.363
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2414.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2414.JPG,0,model,not_fish,3161,2842,3356,2991,0.119
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2418.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2418.JPG,0,model,not_fish,1445,2396,1486,2467,0.336
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2460.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2460.JPG,0,model,not_fish,363,1825,814,2283,0.569
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2460.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2460.JPG,1,model,not_fish,783,2363,1655,3000,0.551
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2568.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2568.JPG,0,model,not_fish,990,2535,1403,2859,0.345
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2573.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2573.JPG,0,model,not_fish,1057,2367,1388,2839,0.687
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2596.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2596.JPG,0,model,not_fish,2833,2412,3146,2575,0.25
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2661.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2661.JPG,0,model,not_fish,2829,2414,3160,2610,0.215
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2661.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2661.JPG,1,model,not_fish,1403,2595,1551,2775,0.196
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2672.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2672.JPG,0,model,not_fish,3592,1123,3939,1209,0.122
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2673.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2673.JPG,0,model,fish,1660,2167,1978,2708,0.454
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2673.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2673.JPG,1,model,fish,676,2038,1037,2371,0.415
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2673.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2673.JPG,2,model,not_fish,2680,2813,3075,3000,0.138
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2691.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2691.JPG,0,model,fish,3203,1322,3779,1544,0.88
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2757.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2757.JPG,0,model,not_fish,2236,268,2458,616,0.582
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2871.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2871.JPG,0,model,not_fish,3311,2823,3919,3000,0.111
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3223.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3223.JPG,0,model,not_fish,2499,625,2725,813,0.19
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3287.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3287.JPG,0,model,not_fish,1784,2746,2015,2901,0.224
